Date,Open,High,Low,Close,Volume
2005-02-28,34.9868,36.0954,34.9868,35.9944,786913.1221458
2005-03-31,35.8799,37.711,35.5492,35.8904,8751035.3748258
2005-04-30,36.1677,38.9453,34.7161,38.9453,8523151.1124639
2005-05-31,38.9453,40.0968,37.7891,39.5525,5899695.0608375
2005-06-30,39.584,42.4729,39.3255,41.1814,7303140.2834873
2005-07-31,41.1814,44.812,40.9184,44.4975,5474293.8286267
2005-08-31,44.5328,44.915,40.9459,42.2195,7896480.1446306
2005-09-30,42.2195,43.675,41.5084,43.5262,8752765.4029949
2005-10-31,43.4662,44.2363,40.1291,43.4337,6932082.2890584
2005-11-30,43.0334,47.3093,41.8516,47.1492,5823586.411051
2005-12-31,47.2426,49.7075,47.132,48.7696,6831686.1000879
2006-01-31,48.9307,54.968,48.4122,53.6564,7564258.0827274
2006-02-28,53.7832,55.7307,51.5537,55.4846,6673315.6075422
2006-03-31,55.6104,66.7043,55.1567,64.7998,12326020.558239
2006-04-30,64.7065,65.3785,60.0131,63.2052,10166530.993807
2006-05-31,63.333,67.1267,61.5209,63.3415,12110644.116273
2006-06-30,63.0851,70.4617,63.0259,69.8908,10527551.887269
2006-07-31,69.8908,74.3954,68.7574,72.9809,8630905.9536951
2006-08-31,72.5949,73.8797,67.9948,71.227,16990515.373586
2006-09-30,71.1908,74.6756,70.0793,71.3196,9798130.4653282
2006-10-31,71.511,77.7142,70.7153,77.274,9936277.7783788
2006-11-30,77.4169,91.3303,73.1381,86.349,20636938.445471
2006-12-31,86.9048,88.5326,80.7167,84.7915,20857934.069289
2007-01-31,85.1527,95.4023,83.0825,93.5778,17141663.60178
2007-02-28,94.1164,101.435,90.3475,93.1431,20680764.077191
2007-03-31,92.088,93.6437,83.929,87.6015,24872597.151574
2007-04-30,86.7521,91.9069,84.5818,89.9578,14734552.346274
2007-05-31,90.1921,90.5544,82.0178,89.4211,18015730.696068
2007-06-30,89.098,91.3303,77.5886,79.1012,23895506.827361
2007-07-31,79.8866,86.2451,75.2808,77.4971,21666005.152676
2007-08-31,76.8516,79.0926,63.1288,71.1965,32879003.852603
2007-09-30,71.5607,74.6909,64.0611,74.5401,20201344.839904
2007-10-31,74.627,80.75,71.9877,77.0519,24137653.068456
2007-11-30,75.9778,76.9917,60.7594,66.3315,35071769.968562
2007-12-31,65.6825,69.3855,55.7906,59.669,26302256.130339
2008-01-31,59.5697,61.2437,50.5053,59.1582,37695125.302963
2008-02-29,59.363,63.5112,53.8405,58.4137,29954543.882311
2008-03-31,58.8122,58.8436,47.6277,52.0103,42395495.384072
2008-04-30,52.6757,61.7249,52.5833,59.2477,31972196.316185
2008-05-31,59.4783,64.471,59.1143,63.6485,21039137.99608
2008-06-30,62.7839,64.5245,51.3375,52.812,21422530.703174
2008-07-31,52.363,56.8668,48.5036,53.2066,33435872.537736
2008-08-31,52.7681,57.2795,50.6655,54.9079,21700875.344462
2008-09-30,55.5437,59.1438,36.69,41.374,58859900.693424
2008-10-31,40.5428,54.1273,16.2667,26.8392,75607687.554457
2008-11-30,25.7668,26.6238,4.94787,12.1042,103217931.00992
2008-12-31,11.9556,18.5132,9.16086,16.5354,135799886.19322
2009-01-31,16.4335,16.7594,8.46553,10.029,110080048.39992
2009-02-28,9.89004,11.7383,7.02776,7.41839,104203519.35
2009-03-31,7.1003,9.2333,5.1712,6.89537,148613602.63655
2009-04-30,6.57626,13.5482,6.47352,11.2769,195773572.51724
2009-05-31,11.4084,15.4174,11.0835,14.6205,148986298.33502
2009-06-30,14.8818,17.7182,12.9298,14.6473,93364262.338898
2009-07-31,14.6653,16.7242,11.5163,16.4572,83423129.150959
2009-08-31,16.5497,24.5802,16.443,22.5309,107919922.00887
2009-09-30,22.4593,30.4087,20.372,27.9982,89197951.638844
2009-10-31,27.7113,29.2756,23.3601,24.748,85069095.156884
2009-11-30,24.726,30.1847,23.1056,28.3595,68193646.065591
2009-12-31,28.6417,34.3148,28.3595,32.0747,56143528.805068
2010-01-31,32.3572,33.3341,28.168,29.041,60984097.263551
2010-02-28,29.8084,32.8812,27.6627,32.5991,43264728.051553
2010-03-31,32.8812,37.7709,32.5802,36.5652,45460502.045475
2010-04-30,36.8893,42.2089,36.489,39.6944,39763625.247597
2010-05-31,40.1578,43.4662,34.3541,39.766,59248714.295332
2010-06-30,39.499,41.0202,34.74,35.1413,48837348.120347
2010-07-31,35.3137,38.7403,31.9902,38.4601,43565684.75902
2010-08-31,39.1246,40.5573,35.7074,38.4878,30721577.942148
2010-09-30,39.1112,42.6989,38.3314,40.4275,27209937.598512
2010-10-31,40.8573,45.262,40.1043,41.9516,38323741.372207
2010-11-30,42.4367,45.262,39.0292,41.7541,32855293.339188
2010-12-31,42.4186,43.509,40.0404,43.1022,24826968.052041
2011-01-31,43.554,46.8108,42.2023,46.4564,24995318.992114
2011-02-28,46.8718,48.4093,44.7481,48.3483,20552520.624611
2011-03-31,48.3513,48.4292,43.5387,48.0785,25272173.85778
2011-04-30,48.2672,54.1827,47.4133,52.7623,28247171.843192
2011-05-31,53.1284,57.5443,51.9656,57.5443,24785023.524328
2011-06-30,57.45,57.5081,50.7666,53.0463,33008239.789505
2011-07-31,53.2648,56.4873,51.7826,52.4992,25172649.502289
2011-08-31,53.2104,53.2761,39.6544,46.2427,53755704.898173
2011-09-30,45.9721,46.727,37.2077,37.2801,43328936.331709
2011-10-31,37.894,46.0636,33.6029,44.2325,37496398.677275
2011-11-30,42.574,45.5003,38.4735,42.2127,29432694.366527
2011-12-31,41.902,43.8951,40.3226,42.8838,26252071.674644
2012-01-31,43.7216,48.5475,42.7904,47.3188,26544174.70854
2012-02-29,47.865,50.0963,47.4876,48.9391,24576186.35803
2012-03-31,49.2319,51.1953,48.5379,50.0705,27075881.922732
2012-04-30,49.1823,53.4802,46.1492,53.2237,24853434.650357
2012-05-31,53.3514,54.233,46.6144,48.4283,38674001.259647
2012-06-30,47.8249,52.0113,45.4135,51.977,26436484.913849
2012-07-31,53.5049,53.5049,49.069,51.0085,18578789.293994
2012-08-31,51.1478,53.3189,51.1478,52.2066,18941097.47949
2012-09-30,52.3297,55.5371,51.488,52.0236,19055886.789414
2012-10-31,52.22,52.22,48.2977,48.9277,18952562.45695
2012-11-30,48.9782,50.6854,45.9598,48.9782,25472870.764185
2012-12-31,49.1928,50.4737,48.6418,50.0201,19721564.699228
2013-01-31,51.0324,53.5325,50.4662,52.4554,18859958.214136
2013-02-28,52.7949,54.6621,52.1418,53.2658,17970497.121471
2013-03-31,53.0779,57.1021,52.9083,56.4083,20231764.589306
2013-04-30,56.3702,59.4163,56.1624,59.4163,23036269.295335
2013-05-31,58.9704,62.4903,56.9802,56.9802,18569047.000739
2013-06-30,57.1156,60.7747,54.3752,57.9934,28701155.784583
2013-07-31,58.2144,63.0175,57.3623,59.608,26556581.81171
2013-08-31,60.0465,60.3286,56.025,57.3336,21942278.796021
2013-09-30,57.9238,62.3035,55.8202,58.6386,19296412.112667
2013-10-31,58.7109,64.8504,57.7512,62.4207,26565358.898224
2013-11-30,62.7316,63.4578,59.1,59.7158,16142278.050992
2013-12-31,59.7158,62.4389,58.7806,61.3102,22527809.924804
2014-01-31,61.1693,62.9717,60.4573,62.2312,17004781.54887
2014-02-28,62.2902,67.5392,60.0931,65.9199,17987352.568751
2014-03-31,65.47,67.239,63.9135,67.1218,16179045.083851
2014-04-30,67.1714,69.8706,66.0904,69.8488,21024101.75368
2014-05-31,69.5866,73.3013,69.2826,73.041,17811715.366923
2014-06-30,73.1697,75.3496,72.7235,73.3088,17476656.436512
2014-07-31,73.7291,75.4991,72.0382,72.2308,19444066.712114
2014-08-31,72.1917,74.8395,70.7523,73.2667,16282706.189536
2014-09-30,73.183,73.8111,67.607,68.2312,22981180.120605
2014-10-31,68.0864,78.1108,67.2667,77.9326,31768412.846485
2014-11-30,77.9182,79.0774,75.4456,78.2071,18461169.41039
2014-12-31,78.2232,83.4438,77.7543,80.5538,22906061.856865
2015-01-31,81.0236,89.0884,80.9207,85.2862,19350250.715185
2015-02-28,85.4796,88.1171,83.62,85.8962,15769811.064549
2015-03-31,86.0994,91.8802,83.3026,87.2927,48345279.429066
2015-04-30,87.4851,89.7509,82.6783,83.1807,17940769.802992
2015-05-31,83.8535,84.9536,80.4918,80.7006,19465681.048281
2015-06-30,80.8045,82.381,74.8072,75.1255,24107167.223375
2015-07-31,75.6249,79.3147,74.9034,78.7181,19852522.271198
2015-08-31,78.7181,80.0315,69.62,70.7601,20504276.024638
2015-09-30,70.2625,76.9298,68.3389,74.3486,19735550.75473
2015-10-31,74.6585,82.9825,73.508,81.5432,18862736.330929
2015-11-30,81.5842,83.8051,78.1824,81.1467,13283101.727061
2015-12-31,81.5508,83.0139,75.1694,78.1528,20431958.958722
2016-01-31,77.3445,77.3445,63.639,66.829,33025704.785825
2016-02-29,66.2458,66.7176,55.4245,60.9968,44590128.965247
2016-03-31,61.5724,67.7594,61.5153,67.5298,29685434.80074
2016-04-30,67.1342,75.809,65.7931,73.2459,26242109.062459
2016-05-31,73.8712,74.5328,67.8118,70.6504,22902184.243698
2016-06-30,70.4235,74.8006,67.647,74.7632,21929217.030888
2016-07-31,74.2399,83.1369,71.1775,82.7364,18774465.027071
2016-08-31,82.727,84.7181,79.7131,82.6716,22214757.708083
2016-09-30,82.6783,83.4953,75.9929,76.4094,21342792.036732
2016-10-31,76.2512,76.9689,67.3249,69.4208,24308059.269403
2016-11-30,69.2807,76.7897,66.3678,74.4689,29619748.285479
2016-12-31,74.2877,80.4088,73.8873,76.5754,27033296.371846
2017-01-31,77.4007,79.0525,74.2399,77.5886,18614169.366733
2017-02-28,77.6409,80.976,75.9472,80.2335,13538661.19444
2017-03-31,80.2554,82.1341,73.8111,76.4838,21762211.085426
2017-04-30,76.4438,78.8705,74.627,75.2733,16959715.836315
2017-05-31,75.4229,76.4046,72.2279,72.4708,19525191.289539
2017-06-30,72.3986,78.1909,72.3603,76.4533,24546871.350692
2017-07-31,76.6543,77.9564,71.697,74.627,20528740.868104
2017-08-31,74.8072,76.0817,68.9661,69.6448,20293058.364759
2017-09-30,69.7536,74.7232,68.5935,73.7816,26251923.74622
